539	-14	87	833
540	-14	99	969
541	-13	-89	666
542	-13	-81	750
543	-13	-61	1133
544	-13	-55	1183
545	-13	-51	573
546	-13	-50	900
547	-13	-47	1234
548	-13	40	532
549	-13	62	683
550	-13	98	599
551	-12	-97	983
552	-12	-54	833
553	-12	-25	516
554	-12	-18	700
555	-12	-16	466
556	-12	9	1031
557	-12	49	1267
558	-12	52	967
559	-11	-9	566
560	-11	5	567
561	-11	26	667
562	-11	36	482
563	-11	87	666
564	-11	99	933
565	-10	-42	817
566	-10	68	1066
567	-9	-96	1083
568	-9	-87	733
569	-9	-35	509
570	-9	-30	632
571	-9	51	1167
572	-9	69	648
573	-9	77	770
574	-8	-57	800
575	-8	5	532
576	-8	12	533
577	-8	32	983
578	-8	39	1001
579	-8	53	901
580	-8	87	566
581	-8	92	883
582	-7	-87	667
583	-7	-85	656
584	-7	-34	566
585	-7	-31	491
586	-7	19	969
587	-7	35	782
588	-7	97	717
589	-6	-90	1167
590	-6	-71	783
591	-6	-71	838
592	-6	-59	1850
593	-6	-21	500
594	-6	40	600
595	-6	41	475
596	-5	-89	607
597	-5	-45	733
598	-5	21	672
599	-5	40	533
600	-4	-67	847
601	-4	-26	667
602	-4	48	999
603	-4	73	600
604	-3	-99	967
605	-3	-83	783
606	-3	39	600
607	-3	79	716
608	-2	-100	733
609	-2	-96	834
610	-2	-83	2216
611	-2	-44	700
612	-2	19	739
613	-2	32	616
614	-2	48	657
615	-2	53	556
616	-2	98	750
617	-1	-70	834
618	-1	24	639
619	-1	72	683
620	-1	83	717
621	-1	86	933
622	-1	93	700
623	0	-80	933
624	0	10	655
625	0	54	617
626	0	62	567
627	0	83	733
628	1	-94	1198
629	1	-93	900
630	1	5	633
631	1	46	600
632	1	62	766
633	1	75	600
634	2	-82	900
635	2	-44	850
636	2	-7	500
637	3	-74	900
638	3	-42	607
639	3	-28	433
640	3	68	767
641	3	77	903
642	3	80	883
643	3	81	650
644	4	-33	492
645	4	-28	683
646	4	-4	533
647	4	2	700
648	4	4	466
649	4	9	525
650	4	10	705
651	4	46	575
652	4	88	667
653	5	-93	800
654	5	-38	850
655	5	-34	800
656	5	-18	967
657	5	63	634
658	5	66	816
659	5	91	800
660	6	-95	2134
661	6	-73	700
662	6	-72	733
663	6	-61	967
664	6	-48	700
665	6	-48	771
666	6	-39	802
667	6	-33	700
668	6	81	700
669	6	91	800
670	7	-83	772
671	7	-72	1633
672	7	-61	717
673	7	-30	633
674	7	-26	575
675	7	-23	399
676	7	-18	650
677	7	36	717
678	7	40	582
679	7	46	600
680	7	51	583
681	8	-20	600
682	8	0	533
683	8	4	733
684	8	26	533
685	8	28	900
686	8	38	600
687	8	40	501
688	9	-93	1250
689	9	-90	967
690	9	-82	706
691	9	-81	766
692	9	-75	1450
693	9	-52	767
694	9	22	837
695	9	53	633
696	10	-77	883
697	10	-23	583
698	10	66	800
699	11	-98	1183
700	11	-68	833
701	11	-50	1283
702	11	-24	733
703	11	28	567
704	11	39	639
705	11	48	665
706	11	50	1183
707	11	98	783
708	12	64	607
709	12	88	800
710	13	0	583
711	13	18	567
712	14	-94	709
713	14	-75	767
714	14	-29	542
715	14	-5	1133
716	14	72	516
717	15	-68	804
718	15	-38	617
719	15	29	567
720	15	33	650
721	15	84	700
722	16	-98	800
723	16	-98	788
724	16	-34	700
725	17	-63	789
726	17	-63	1575
727	17	-10	783
728	17	0	450
729	17	17	583
730	17	19	466
731	17	89	706
732	18	9	583
733	18	11	533
734	18	18	558
735	18	27	567
736	18	30	600
737	18	50	634
738	18	60	655
739	18	75	1050
740	18	83	683
741	19	-32	500
742	19	7	934
743	19	10	833
744	19	23	750
745	20	52	633
746	20	61	499
747	20	90	867
748	21	-97	799
749	21	-92	983
750	21	-61	817
751	21	-55	1657
752	21	-47	526
753	21	-21	700
754	21	8	533
755	21	12	1014
756	21	19	433
757	21	41	550
758	22	-92	1050
759	22	83	734
760	23	-96	767
761	23	-95	666
762	23	-74	733
763	23	-66	733
764	23	-42	599
765	23	17	932
766	23	48	567
767	23	63	667
768	24	-91	748
769	24	-87	1050
770	24	-57	549
771	24	-50	608
772	24	5	600
773	24	43	567
774	24	50	754
775	25	-16	466
776	25	70	667
777	26	-94	1350
778	26	-90	833
779	26	-86	967
780	26	-80	803
781	26	21	867
782	26	32	600
783	26	84	783
784	27	-62	766
785	27	-57	633
786	27	-53	483
787	27	-48	683
788	27	8	968
789	27	28	534
790	27	28	533
791	27	49	683
792	27	78	1000
793	28	-62	734
794	28	-55	599
795	28	-1	800
796	28	25	722
797	29	-96	835
798	29	-70	783
799	29	1	850
800	29	2	591
801	29	25	1033
802	29	33	950
803	29	97	1008
804	30	-24	517
805	30	6	607
806	30	61	632
807	30	81	1001
808	30	88	799
809	31	-100	800
810	31	-93	733
811	31	-92	1000
812	31	-80	1217
813	31	-72	684
814	31	-6	600
815	31	19	542
816	31	41	567
817	31	42	590
818	32	-86	935
819	32	-83	850
820	32	-82	733
821	32	-38	783
822	32	-24	583
823	32	41	543
824	32	42	683
825	32	55	668
826	33	-87	950
827	33	-76	2476
828	33	-19	467
829	33	21	492
830	33	79	1001
831	34	-84	800
832	34	-84	771
833	34	-43	492
834	34	-30	667
835	34	-22	584
836	34	20	583
837	34	34	567
838	34	53	509
839	34	71	639
840	34	75	567
841	34	99	833
842	35	-74	633
843	35	3	532
844	35	7	1148
845	35	19	583
846	35	71	867
847	35	84	700
848	36	-99	1117
849	36	-74	1233
850	36	-56	800
851	36	-18	512
852	36	-1	933
853	36	42	767
854	36	45	1433
855	36	54	739
856	36	59	1367
857	36	84	607
858	37	14	1200
859	37	25	459
860	37	52	700
861	37	84	900
862	38	-99	673
863	38	-77	969
864	38	-7	633
865	38	23	916
866	38	27	533
867	38	65	666
868	38	77	733
869	39	-84	1183
870	39	-82	700
871	39	-61	565
872	39	-37	738
873	39	-34	650
874	39	-32	583
875	39	17	667
876	39	46	633
877	39	75	1527
878	40	-68	900
879	40	-54	738
880	40	11	500
881	40	20	533
882	40	42	933
883	40	70	617
884	41	-85	1468
885	41	-61	748
886	41	-36	640
887	41	-28	733
888	41	1	500
889	41	61	617
890	41	85	700
891	42	-44	886
892	42	38	1283
893	42	44	550
894	42	69	733
895	43	-90	1377
896	43	-83	967
897	43	54	771
898	43	57	800
899	43	87	633
900	43	97	2250
901	44	-90	717
902	44	-78	1083
903	44	-72	820
904	44	-66	1117
905	44	-58	983
906	44	-28	633
907	44	-2	567
908	44	9	500
909	44	13	700
910	44	37	632
911	44	41	583
912	45	-97	1065
913	45	-90	900
914	45	-44	1067
915	45	-7	500
916	45	76	600
917	45	82	600
918	46	-53	466
919	46	62	781
920	46	98	732
921	47	-6	542
922	47	29	833
923	47	37	1510
924	47	41	616
925	47	74	667
926	47	83	516
927	48	-55	1300
928	48	-15	500
929	48	-12	533
930	48	72	640
931	48	76	1247
932	48	97	867
933	49	-62	848
934	49	-43	717
935	49	-15	673
936	49	5	567
937	49	28	667
938	50	-84	934
939	50	-54	733
940	50	-36	558
941	50	-23	483
942	50	-3	533
943	50	-1	550
944	50	13	1217
945	51	-83	750
946	51	-56	800
947	51	-22	573
948	51	14	433
949	52	-54	500
950	52	-32	475
951	52	-11	817
952	52	-1	900
953	52	37	1317
954	52	51	683
955	52	63	733
956	52	66	932
957	52	85	1032
958	53	-53	1467
959	53	-42	557
960	53	-24	900
961	53	11	575
962	53	49	733
963	53	62	1090
964	53	72	767
965	54	-17	427
966	54	42	766
967	54	42	667
968	54	73	583
969	54	97	750
970	55	-46	466
971	56	-79	607
972	56	21	567
973	56	28	499
974	56	76	667
975	57	-64	733
976	57	-5	600
977	57	-3	766
978	57	3	666
979	57	15	483
980	57	86	742
981	58	-73	933
982	58	-62	574
983	58	2	508
984	59	-41	750
985	59	-37	566
986	59	-25	467
987	59	58	667
988	59	85	884
989	59	97	733
990	60	-68	533
991	60	-21	1000
992	60	-13	516
993	60	27	606
994	60	42	617
995	60	60	574
996	60	76	1547
997	61	-69	633
998	61	-69	1066
999	61	-21	717
1000	61	-6	533
1001	61	4	493
1002	61	21	667
1003	61	24	450
1004	61	27	1033
1005	61	34	632
1006	61	54	600
1007	61	62	667
1008	62	46	600
1009	63	-81	566
1010	63	-78	1232
1011	63	-70	673
1012	63	-64	933
1013	63	-56	700
1014	63	-36	500
1015	63	17	607
1016	63	20	767
1017	63	24	624
1018	63	28	615
1019	63	64	700
1020	63	65	1233
1021	63	75	835
1022	63	97	765
1023	64	-90	1700
1024	64	-79	933
1025	64	-73	867
1026	64	-71	933
1027	64	-66	533
1028	64	-17	633
1029	64	-12	460
1030	64	7	600
1031	64	15	575
1032	64	17	672
1033	64	43	1279
1034	64	64	767
1035	65	-30	566
1036	65	48	1000
1037	65	64	733
1038	65	70	750
1039	66	-57	599
1040	66	-55	1283
1041	66	-7	1050
1042	66	31	517
1043	66	42	833
1044	66	50	869
1045	66	59	566
1046	67	-9	734
1047	67	32	737
1048	67	34	567
1049	67	84	883
1050	68	-48	640
1051	68	-47	524
1052	68	21	500
1053	68	53	883
1054	68	59	700
1055	68	68	1131
1056	69	-91	683
1057	69	-25	1001
1058	69	16	767
1059	69	41	800
1060	69	43	833
1061	69	44	600
1062	69	53	869
1063	69	99	767
1064	70	-74	837
1065	70	-59	733
1066	70	-49	550
1067	70	-33	817
1068	70	-23	466
1069	70	0	639
1070	70	91	1000
1071	71	-87	1313
1072	71	-74	1067
1073	71	-62	835
1074	71	-30	600
1075	71	-29	533
1076	71	25	668
1077	71	41	633
1078	72	-73	1000
1079	72	-64	800
1080	72	-26	900
1081	72	32	717
1082	72	38	616
1083	72	68	700
1084	72	76	633
1085	72	91	1445
1086	73	-74	733
1087	73	-38	721
1088	73	37	739
1089	73	60	767
1090	73	96	803
1091	74	-87	933
1092	74	-52	567
1093	74	7	575
1094	74	13	899
1095	74	43	549
1096	74	51	566
1097	74	63	667
1098	74	98	1933
1099	75	-59	734
1100	75	-45	533
1101	75	33	600
1102	75	81	751
1103	76	-49	967
1104	76	-46	667
1105	76	-25	750
1106	76	-22	667
1107	76	2	701
1108	76	19	706
1109	76	41	672
1110	76	43	738
1111	76	78	633
1112	76	87	967
1113	77	-99	717
1114	77	-83	732
1115	77	-60	673
1116	77	8	683
1117	77	22	533
1118	78	-8	837
1119	78	-7	700
1120	78	28	573
1121	78	56	733
1122	78	89	933
1123	79	-65	700
1124	79	-53	767
1125	79	19	767
1126	79	29	582
1127	79	35	600
1128	79	39	1317
1129	79	55	566
1130	79	67	781
1131	79	83	817
1132	79	93	1115
1133	80	-74	650
1134	80	-55	833
1135	80	-26	567
1136	80	39	508
1137	80	43	700
1138	80	88	866
1139	80	91	1417
1140	80	93	567
1141	81	-85	803
1142	81	-58	548
1143	81	-20	500
1144	81	47	883
1145	82	-77	666
1146	82	56	766
1147	83	-87	550
1148	83	-73	639
1149	83	-68	583
1150	83	-38	622
1151	83	-36	903
1152	83	-20	634
1153	83	-11	700
1154	83	13	733
1155	83	37	867
1156	83	56	733
1157	83	72	598
1158	84	-99	804
1159	84	-97	900
1160	84	-94	1367
1161	84	-92	1133
1162	84	-76	967
1163	84	12	689
1164	84	36	623
1165	84	66	883
1166	85	-96	1183
1167	85	-94	804
1168	86	-99	649
1169	86	-97	1164
1170	86	-75	624
1171	86	-71	567
1172	86	-56	767
1173	86	-16	550
1174	86	1	433
1175	86	47	582
1176	86	93	850
1177	86	97	800
1178	87	-93	738
1179	87	-92	706
1180	87	-25	766
1181	87	41	566
1182	88	-66	867
1183	88	-32	782
1184	88	-13	639
1185	88	29	633
1186	88	37	983
1187	88	37	734
1188	88	90	700
1189	88	98	700
1190	89	-92	817
1191	89	-91	867
1192	89	-76	867
1193	89	4	700
1194	89	32	600
1195	89	37	650
1196	89	39	2514
1197	89	72	883
1198	89	86	783
1199	90	-76	1264
1200	90	7	1147
1201	90	44	683
1202	90	47	633
1203	91	-50	650
1204	91	41	533
1205	91	85	1034
1206	92	-19	500
1207	92	22	633
1208	92	28	800
1209	92	63	667
1210	93	44	575
1211	94	-67	867
1212	94	-49	633
1213	94	-16	532
1214	94	-12	700
1215	94	3	867
1216	94	23	567
1217	94	99	800
1218	95	-82	1266
1219	95	-69	739
1220	95	-57	1317
1221	95	1	533
1222	95	95	700
1223	96	-80	672
1224	96	-64	767
1225	96	-51	867
1226	96	-26	533
1227	96	5	700
1228	96	91	1494
1229	97	-69	1049
1230	97	-9	533
1231	97	23	837
1232	97	32	633
1233	97	35	443
1234	97	82	733
1235	97	88	917
1236	97	93	700
1237	98	-80	600
1238	98	-41	666
1239	98	-17	600
1240	98	-17	1106
1241	98	-14	682
1242	98	3	567
1243	98	16	567
1244	98	38	783
1245	98	70	903
1246	98	97	783
1247	99	-90	933
1248	99	-81	900
1249	99	-70	589
1250	99	-61	633
1251	99	-38	733
1252	99	-36	732
1253	99	5	717
1254	99	7	1200
1255	99	9	901
1256	99	57	822
1257	99	98	1001
1258	100	61	900
1259	100	77	700
1260	100	88	866
